account_number,default_probability
100241,0.025083252459324037
100242,0.0018800735714609637
100243,0.0045588553802693565
100244,0.0018761051562329446
100245,0.0021612451546521587
100246,0.015222605587700786
100247,0.015240436996069556
100248,0.018963263357163227
100249,0.011859380427330694
100250,0.010042649413784927
100251,0.013004089456487814
100252,0.006354273253213045
100253,0.0028012292025327455
100254,0.005239832658155788
100255,0.021270383349901265
100256,0.00906144763288503
100257,0.002361978422932523
100258,0.0034164564542016602
100259,0.011957577667987966
100260,0.021767776687545898
100261,0.007677730865560814
100262,0.03333595722683397
100263,0.003661996607053213
100264,0.005362091830575296
100265,0.009794511973003742
100266,0.04699948619244458
100267,0.018668027619810637
100268,0.012625034318089066
100269,0.002143133788541549
100270,0.01828290488082148
100271,0.004558472263373971
100272,0.0022193868844541335
100273,0.011719625216764847
100274,0.0015697531757539224
100275,0.055392638059264296
100276,0.042597462661065254
100277,0.05559548950174163
100278,0.016029431440467458
100279,0.04212025520139123
100280,0.04768343548590414
100281,0.03266250878365637
100282,0.018681859826382072
100283,0.01401344064061225
100284,0.0670867518729545
100285,0.019950544918665533
100286,0.0025112799028374454
100287,0.043957705345170864
100288,0.02129473542119969
100289,0.04904046280211854
100290,0.008450158331882469
100291,0.009839520231418715
100292,0.0013165498009453163
100293,0.004492404935872285
100294,0.0022869708191020897
100295,0.01507756051297617
100296,0.07398945833702088
100297,0.003504372958191983
100298,0.28361753406259455
100299,0.00669611051166943
100300,0.008356548620969309
100301,0.00410244348997976
100302,0.026606878075579855
100303,0.01727219982947138
100304,0.017361375540626715
100305,0.055198917269689673
100306,0.0037600940375636708
100307,0.012176006644075393
100308,0.011155383903647469
100309,0.0027787828360520336
100310,0.03574882854272006
100311,0.008339228674197025
100312,0.02736126427794655
100313,0.0012123101371131686
100314,0.0031951033781431604
100315,0.0013126978301036855
100316,0.00115533651126698
100317,0.000991647136059196
100318,0.033627203154348306
100319,0.005417070313454852
100320,0.006171603132857053
100321,0.0035574847428806317
100322,0.0084538308044253
100323,0.009529335906369955
100324,0.004913942879394638
100325,0.00929573020743487
100326,0.042304018030400764
100327,0.0009871893648645599
100328,0.021966536734165956
100329,0.0028112552736069196
100330,0.00508623185817542
100331,0.0324107074526591
100332,0.0017300379937870809
100333,0.00440659444597085
100334,0.05369223210733034
100335,0.0012242295444671496
100336,0.08927112991802141
100337,0.012832706667143869
100338,0.07946717170376703
100339,0.006976058674646205
100340,0.006785890078671503
100341,0.0011310107229596177
100342,0.009186842551058512
100343,0.04936951741239112
100344,0.0039749947806039234
100345,0.006191163028752844
100346,0.0027022836228778593
100347,0.041439595816688754
100348,0.016621614818523374
100349,0.004276586884244742
100350,0.00640497701421815
100351,0.013558636077315694
100352,0.1587508072657986
100353,0.0053884409434484404
100354,0.0023458042294849926
100355,0.004709238987842446
100356,0.018127519875315915
100357,0.015302083594460813
100358,0.0063211576898781745
100359,0.0191583830900883
100360,0.051326996956547924
100361,0.00843740684365945
100362,0.000864561505359256
100363,0.002790141168302661
100364,0.010529063649366417
100365,0.003342312479332439
100366,0.026601012640150586
100367,0.0047527717201063585
100368,0.0013712937867115854
100369,0.0050481075173079044
100370,0.0014636568175468063
100371,0.016369624235548788
100372,0.006329733975295475
100373,0.006268873257527938
100374,0.005348644854289215
100375,0.021591710471165163
100376,0.0030236682578882092
100377,0.006896292922772081
100378,0.03176451838168946
100379,0.007930437325778337
100380,0.011877097880797646
100381,0.07858755621891156
100382,0.004148223591082689
100383,0.060742724003004706
100384,0.07212395910918132
100385,0.01114432587462156
100386,0.013143472643501762
100387,0.008987828897619413
100388,0.0201482860198662
100389,0.006346374525371644
100390,0.06586986152919011
100391,0.01752741601329144
100392,0.02120114198782714
100393,0.005619152482921007
100394,0.007380889049102302
100395,0.003656211538765252
100396,0.01606293026858213
100397,0.02028209934209691
100398,0.0024690388266937558
100399,0.06675253875766118
100400,0.0017753508084584187
100401,0.001928156771868755
100402,0.0021188947755927225
100403,0.0036353024186479696
100404,0.01040574762152725
100405,0.006978946093048687
100406,0.009105111428979957
100407,0.003723160937596955
100408,0.019160922922630618
100409,0.004123922726568463
100410,0.03955944474502681
100411,0.017649910046752558
100412,0.0014942265088609854
100413,0.005774426871203307
100414,0.000980636197844051
100415,0.0015330332531908284
100416,0.005467488908624033
100417,0.033152572904744805
100418,0.0031684630775284206
100419,0.016821628335761778
100420,0.07362949267776688
100421,0.002398809895059397
100422,0.0025003092184628707
100423,0.0048354166312176835
100424,0.058829622358615954
100425,0.029462671796105476
100426,0.010600315196984345
100427,0.0365224913023504
100428,0.0012450277567016312
100429,0.015481396461479427
100430,0.00453661719301561
100431,0.011676026481154924
100432,0.003018267521767627
100433,0.0061680759374940775
100434,0.10111640822521972
100435,0.03865243915700432
100436,0.0686851459673954
100437,0.03536811665212718
100438,0.03022646785973423
100439,0.057674360778853274
100440,0.06625825819088307
100441,0.08608173003262082
100442,0.005871186579907478
100443,0.004829865305050813
100444,0.0020679291393829805
100445,0.006421169109733948
100446,0.0027247338864920543
100447,0.00828329765249703
100448,0.0012061301869351977
100449,0.012409597851980621
100450,0.0017455903065164418
100451,0.0034594807347693383
100452,0.0049977235280242865
100453,0.003545932091996679
100454,0.0010641992686327558
100455,0.020257087509831254
100456,0.007789121769083069
100457,0.0016590948520091653
100458,0.0015305550552809975
100459,0.0039934903816708
100460,0.002492528426730087
100461,0.01554622544382099
100462,0.001936219045493175
100463,0.025331002807950836
100464,0.008083011174589236
100465,0.0010784143481414568
100466,0.010700924827619529
100467,0.00994809644858016
100468,0.03711098271680092
100469,0.0013265581768370177
100470,0.11012630579698535
100471,0.010851764909313777
100472,0.04380523367695127
100473,0.0019304970171972033
100474,0.018182359575195144
100475,0.13959351259925054
100476,0.0026724780373700487
100477,0.00793660167146895
100478,0.007252858739667462
100479,0.004467517507756539
100480,0.007536505784627255
100481,0.0038091643588367688
100482,0.004611194341721862
100483,0.01649383782881894
100484,0.05802225284280807
100485,0.022644548067224757
100486,0.032490966612966604
100487,0.0029398038382721296
100488,0.009346019786967431
100489,0.005605305013955848
100490,0.13709282614112006
100491,0.019288885613203403
100492,0.003196608461764403
100493,0.0020191326971787465
100494,0.005886820109402884
100495,0.0045400443624386
100496,0.01224749280012256
100497,0.0052414166307511115
100498,0.012758764999840695
100499,0.004822326883678388
100500,0.00845894514462366
100501,0.01471715907467622
100502,0.018128240713355136
100503,0.06860755574671647
100504,0.017693615224995525
100505,0.004751012740705519
100506,0.009644358719038841
100507,0.010375048114763863
100508,0.013423380225737427
100509,0.001825282398821638
100510,0.10266681671509115
100511,0.06630376501987113
100512,0.035372897249849516
100513,0.05017299942099736
100514,0.011057276091325837
100515,0.0014496901155876271
100516,0.004651764111008995
100517,0.011187011820507579
100518,0.006984439028490779
100519,0.0021172481973665298
100520,0.009761080670749593
100521,0.0019480317797346417
100522,0.052438603156121574
100523,0.01237792891351576
100524,0.01857290577387541
100525,0.010674183393038574
100526,0.07041890394924363
100527,0.012391178335712572
100528,0.005607945719283185
100529,0.022338122139086657
100530,0.013116195716135865
100531,0.0028992973877465826
100532,0.0233995136060569
100533,0.03901570727377735
100534,0.007252215644947392
100535,0.03933070027049239
100536,0.01188494599529118
100537,0.0014155034639631093
100538,0.04143620305283165
100539,0.005109735325081348
100540,0.008787141219443777
100541,0.0031145364241250166
100542,0.013240940765703639
100543,0.011302291386523375
100544,0.0032298446767482446
100545,0.0022936165707295895
100546,0.028381451589646563
100547,0.020345727587577182
100548,0.09667416468272899
100549,0.039154945050981195
100550,0.005923301866010925
100551,0.007464517225290724
100552,0.027025729569616165
100553,0.0042874352962379795
100554,0.003667479026463337
100555,0.005980122166319594
100556,0.008690414058704667
100557,0.06495919172345577
100558,0.012392844190907774
100559,0.0031256995185205932
100560,0.004689443882126892
100561,0.07561512383298372
100562,0.003660821323000668
100563,0.005957065455172069
100564,0.04956113036422288
100565,0.00829078157423118
100566,0.07122662967299262
100567,0.029191605921867064
100568,0.021095220724139708
100569,0.0163123687731649
100570,0.012442173355160893
100571,0.012033923567974985
100572,0.006870250211022547
100573,0.2315580102882155
100574,0.0028103862679145775
100575,0.01314391040287519
100576,0.027553777546642202
100577,0.0028921493089883402
100578,0.1131286844236119
100579,0.007395985100308972
100580,0.02075812544541985
100581,0.010662449452200644
100582,0.006866395138800556
100583,0.07155356521685369
100584,0.026469083953421332
100585,0.006033461296552196
100586,0.004902013687431279
100587,0.04480117705934612
100588,0.04405619649129991
100589,0.006166910545388101
100590,0.02583803553802757
100591,0.0027966942564332823
100592,0.014161895488530005
100593,0.013989654080270173
100594,0.008519243640074753
100595,0.12674928832591936
100596,0.0066329455497247565
100597,0.04271958993297401
100598,0.07900456170453873
100599,0.02806878617824254
100600,0.03456523092595511
100601,0.003608411038195841
100602,0.005350003100904905
100603,0.0036587813964277655
100604,0.007697357177916161
100605,0.004392331430878516
100606,0.01551155963768458
100607,0.006315557673578517
100608,0.020822270707202037
100609,0.0029358737246289383
100610,0.0013056014959819495
100611,0.005303971064777761
100612,0.009997536885527443
100613,0.00518508614687407
100614,0.00934524277597805
100615,0.005325017606439125
100616,0.0025566007721855534
100617,0.0076983148186003485
100618,0.006257824003542
100619,0.002929115078362115
100620,0.003333715940635308
100621,0.058424833820045666
100622,0.004781759196331217
100623,0.009339303915830363
100624,0.0018202754183594756
100625,0.002513906037297839
100626,0.00961688568185383
100627,0.034773229531311435
100628,0.018425637176534147
100629,0.0029010932794862336
100630,0.0018563787624990293
100631,0.0048656243687927835
100632,0.0037656004938476303
100633,0.002603002347509399
100634,0.044702106807586656
100635,0.0028993538599365043
100636,0.01693579707091026
100637,0.07683209380436376
100638,0.007065099441429729
100639,0.010161709332337192
100640,0.00448855004531154
100641,0.019844282754582755
100642,0.003975634345923337
100643,0.043812830419462566
100644,0.0067634768385793406
100645,0.0013973118709371538
100646,0.038629219322305605
100647,0.05143072398883872
100648,0.0049978975786211756
100649,0.00125399552779535
100650,0.0033103047703423685
100651,0.0023851950037244605
100652,0.02436527607387784
100653,0.022890913026986287
100654,0.017184403921340984
100655,0.010891095230095186
100656,0.00220059310774587
100657,0.007481109218798552
100658,0.011616154948716647
100659,0.015653943767052772
100660,0.056567712084896984
100661,0.009037877824639325
100662,0.0033501922079899743
100663,0.0024732599687638172
100664,0.11716806468068465
100665,0.029545050561939932
100666,0.001629361627325247
100667,0.05858471375855806
100668,0.010760286979146091
100669,0.028945885562991654
100670,0.004350047495677519
100671,0.0009398444844724184
100672,0.06910526180954445
100673,0.05019040122598712
100674,0.026562154303701426
100675,0.0041622695849068535
100676,0.006500354378005028
100677,0.011544071289130445
100678,0.012864902332299585
100679,0.0058464328890655195
100680,0.013113572143785389
100681,0.004802275623459584
100682,0.0013658626960254268
100683,0.002291024690998628
100684,0.005695634732897914
100685,0.004038284947734413
100686,0.06745784312916586
100687,0.016920539373813118
100688,0.006433566452826029
100689,0.010827096322868799
100690,0.027074735946673652
100691,0.007671789440154476
100692,0.001971818410624827
100693,0.0969635844295128
100694,0.010036849100911717
100695,0.04545269129834476
100696,0.06058407052764688
100697,0.016681162617297234
100698,0.012286430944846001
100699,0.00772762887523393
100700,0.006736490033905567
100701,0.009530092415626502
100702,0.03527035497518234
100703,0.006228807709227759
100704,0.019198949914398376
100705,0.012344204457467766
100706,0.01977780824855605
100707,0.07220672132777767
100708,0.015663987839337958
100709,0.002030918636944177
100710,0.1913220036886122
100711,0.010594481110252756
100712,0.025312413941298753
100713,0.034993360369698516
100714,0.04390498147029552
100715,0.01603287246161219
100716,0.004872259370287619
100717,0.004496417634884125
100718,0.002024645552017933
100719,0.0014182709145065227
100720,0.008325058105550561
100721,0.03710030630509923
100722,0.017123912345305234
100723,0.01394897010744649
100724,0.02861710554535147
100725,0.0029780136759701725
100726,0.0014516509667907359
100727,0.01749970619964779
100728,0.035166719597203515
100729,0.010111809418130818
100730,0.014064306011655106
100731,0.007413334640721244
100732,0.027039553325612208
100733,0.009349680571967342
100734,0.005356360216845752
100735,0.001093751552669088
100736,0.012926979652755995
100737,0.003718108476133963
100738,0.050506968337214755
100739,0.003074246287587795
100740,0.003058699111020138
100741,0.015909992776069387
100742,0.005272533921585838
100743,0.009520548636852585
100744,0.017187478940768053
100745,0.03277858765534172
100746,0.004955588116462465
100747,0.01088830603483511
100748,0.02105866594212555
100749,0.0033564407588908725
100750,0.020878280695734587
100751,0.006826046277203594
100752,0.006032208514122204
100753,0.0037917962794755183
100754,0.0043011143125158665
100755,0.029750540666522555
100756,0.0071917334993578524
100757,0.023216942570337747
100758,0.001533044472237647
100759,0.002155225358191269
100760,0.01477847061738576
100761,0.004904207458146239
100762,0.037360446251202634
100763,0.0030854609033982103
100764,0.0018080284825648832
100765,0.008490491500546284
100766,0.0024871948314591132
100767,0.011103954704568177
100768,0.016633014592883442
100769,0.007683300244740697
100770,0.00700829339856863
100771,0.06722210496409331
100772,0.01819468796813704
100773,0.009656130268984615
100774,0.004644810127754818
100775,0.013145661222729206
100776,0.01590332983733772
100777,0.0018794240363901172
100778,0.017049511082911875
100779,0.01981880534046635
100780,0.03571118241505354
100781,0.0050225419431418165
100782,0.004297085254451322
100783,0.013987990030650942
100784,0.0035216224078443653
100785,0.05176308427581658
100786,0.004715478930491181
100787,0.02292642495418662
100788,0.002019968266424498
100789,0.002378075773705047
100790,0.0018088472313744215
100791,0.03047135625861242
100792,0.010756990307679647
100793,0.05061182726414242
100794,0.00341942951916815
100795,0.008789957566504674
100796,0.01320647311398871
100797,0.009692077764201657
100798,0.03770809780989473
100799,0.0015761801600580215
100800,0.1560961605233344
100801,0.013515117742469034
100802,0.008443070648894338
100803,0.010804635552692905
100804,0.002984132585991938
100805,0.013506848847329429
100806,0.04090194477905382
100807,0.010541881534795227
100808,0.01022213256010477
100809,0.003474597317230302
100810,0.0017781528622244234
100811,0.003430593424106849
100812,0.006297093203991502
100813,0.02087125492199906
100814,0.0032075029972382756
100815,0.00832242505506144
100816,0.027010101286296894
100817,0.020927405184773488
100818,0.006616687279972391
100819,0.005671315330935677
100820,0.03904026965482425
100821,0.008859294277678209
100822,0.03662626329977885
100823,0.11183666851169075
100824,0.05824656042844988
100825,0.019958807840759606
100826,0.0018491573543313051
100827,0.02448861022831344
100828,0.013689354879738897
100829,0.008339337291998952
100830,0.0028427934260913928
100831,0.006094121334376477
100832,0.009687828291312126
100833,0.013860150721868279
100834,0.00817159383490395
100835,0.004894955760503631
100836,0.017501382897177654
100837,0.019031953131032085
100838,0.04588436880431854
100839,0.0028178142760171008
100840,0.0041555140278275605
100841,0.02699377995870681
100842,0.010081598418289112
100843,0.0099170190847064
100844,0.02551732006658136
100845,0.018355844055700444
100846,0.011930927681000288
100847,0.029258121944022945
100848,0.01716777376948102
100849,0.0037306694404399543
100850,0.03943632368450813
100851,0.1233912068554761
100852,0.009798043322987175
100853,0.029329583420082253
100854,0.18963044861595113
100855,0.025121507487310395
100856,0.0073900279776168655
100857,0.015949817565980153
100858,0.024323658802899994
100859,0.00140977785029076
100860,0.0033016814224219207
100861,0.0022220738990237645
100862,0.013619407632455732
100863,0.007931252686200797
100864,0.008386622129414902
100865,0.011883892229656072
100866,0.01633051835148064
100867,0.008423953449614614
100868,0.0037326253798632327
100869,0.0009742109709796045
100870,0.01584049236164451
100871,0.0017096269767655158
100872,0.0022932253492392455
100873,0.008647233804877474
100874,0.007774677858987941
100875,0.001914161645507797
100876,0.018015969451743892
100877,0.008149201005129381
100878,0.01802621579657524
100879,0.014303752841147172
100880,0.002307269554053888
100881,0.012043691388931875
100882,0.005118801147577529
100883,0.005359478542119144
100884,0.038288711063877656
100885,0.006581976223125532
100886,0.02208396223419027
100887,0.006084933173519019
100888,0.03832623983009831
100889,0.0026111678741337742
100890,0.013466858859813007
100891,0.00838654515811828
100892,0.021579453766280024
100893,0.0635266078201259
100894,0.00522507792468703
100895,0.06756708935548339
100896,0.017105219404663655
100897,0.012797491882579708
100898,0.025163095416731406
100899,0.014819594218816923
100900,0.04342378346744383
100901,0.00585918811225595
100902,0.006129794069094245
100903,0.02508927245706618
100904,0.030044488748253245
100905,0.00837852752573245
100906,0.0072898441072447254
100907,0.005180257650225534
100908,0.017567046961905516
100909,0.0030656591159206924
100910,0.005238020299764123
100911,0.001772031533670313
100912,0.005837241958127312
100913,0.0015433198977964316
100914,0.0012016409445176118
100915,0.0021324732948737836
100916,0.005768323031877506
100917,0.01590780814252475
100918,0.05172017823889721
100919,0.2580503251457978
100920,0.005154372288162673
100921,0.024899956698943314
100922,0.001850434628519374
100923,0.06968782454790176
100924,0.002936938029818672
100925,0.0019085921824283883
100926,0.11051934645306366
100927,0.005098264614344424
100928,0.0043682972327299
100929,0.06857957853547676
100930,0.02091426539220665
100931,0.15322615778859613
100932,0.06270819497264707
100933,0.003730942260499839
100934,0.001469763603588916
100935,0.052555536065130734
100936,0.001520180797811447
100937,0.02107455538098834
100938,0.13575017835058825
100939,0.001247354621986843
100940,0.012341747902334093
100941,0.0032027217810607677
100942,0.006285918778814474
100943,0.049762631853631105
100944,0.07181618838437229
100945,0.0063407625721951955
100946,0.001908325101938525
100947,0.009467474784230585
100948,0.0074427656634910196
100949,0.08228380171371454
100950,0.004569906784846248
100951,0.013355595807624646
100952,0.027076354508068935
100953,0.008577048890324072
100954,0.02537417590349294
100955,0.013093161140352107
100956,0.008510817344093704
100957,0.03552251069754937
100958,0.00439620285387145
100959,0.004155584240435251
100960,0.0017470210886936554
100961,0.003882971519049423
100962,0.015616168968451227
100963,0.0018644181822733727
100964,0.002568438361353712
100965,0.0038292643313752863
100966,0.0015663272162194186
100967,0.002458787822444757
100968,0.006522425964616361
100969,0.032526332213500236
100970,0.005581034378854769
100971,0.001701810523307114
100972,0.021210885233281285
100973,0.00483566777133301
100974,0.004712975133033247
100975,0.013163720930871498
100976,0.0048770846507321525
100977,0.012695267870678251
100978,0.0443451484155112
100979,0.0328501682149429
100980,0.006660033833207573
100981,0.07451514056265307
100982,0.009483587465972207
100983,0.09481629662274119
100984,0.004994319622404446
100985,0.005768385898264778
100986,0.11166628331450862
100987,0.014877923338300486
100988,0.017252420192039958
100989,0.002732155304287512
100990,0.13122784748183472
100991,0.004289763489230332
100992,0.01611008845935792
100993,0.019916993748372296
100994,0.004607745843352596
100995,0.010573148409456869
100996,0.005751212448884801
100997,0.01316368562453338
100998,0.0014199056254055693
100999,0.011121284690244825
101000,0.0030428016527187887
101001,0.0053506656025852205
101002,0.005728391344034302
101003,0.003434888984616557
101004,0.011988892069384569
101005,0.08865696807528003
101006,0.0872516928957139
101007,0.002330091325324621
101008,0.01647678353733264
101009,0.004198490355652016
101010,0.05208222740849021
101011,0.009376587711209347
101012,0.009711405023298387
101013,0.0028444963345224477
101014,0.00786896277764171
101015,0.006576004763670965
101016,0.022980614773464858
101017,0.013467651523356557
101018,0.03496959804919814
101019,0.007777828010408265
101020,0.011726004522951557
101021,0.024109300335410856
101022,0.126982951778484
101023,0.010716366056104397
101024,0.003651355687084802
101025,0.032225669937220945
101026,0.019667838678994232
101027,0.004899121663339796
101028,0.0050457999943679995
101029,0.004818970176155573
101030,0.07701905927335001
101031,0.008973471064095717
101032,0.002641122134856822
101033,0.0044663997512187185
101034,0.042558669019898
101035,0.0023287831323984447
101036,0.04128333169050861
101037,0.0033346611775744023
101038,0.026881876208331643
101039,0.02332533194075366
101040,0.004293895781388274
101041,0.005862266784092891
101042,0.013650440299205466
101043,0.007053686616358338
101044,0.0024456673845286523
101045,0.0007331491967782248
101046,0.001348371354261537
101047,0.010930817265846514
101048,0.0010780912705729987
101049,0.07125034846643051
101050,0.01469296738613033
101051,0.0018725672492167734
101052,0.0028687670462234373
101053,0.020580092499813837
101054,0.01165726776753323
101055,0.010505582469848507
101056,0.006142356247460336
101057,0.004684906808295508
101058,0.011812429128203652
101059,0.06974093122442421
101060,0.023812296220873927
101061,0.00765611180619726
101062,0.04569128599855596
101063,0.04692090812452967
101064,0.0022720620203580877
101065,0.011394709921283067
101066,0.010181456076706627
101067,0.007815394227101067
101068,0.002236408440520532
101069,0.015179205539394145
101070,0.018282280668063075
101071,0.009339718656381196
101072,0.0019796939321663908
101073,0.022072002341560558
101074,0.05085621220484789
101075,0.05461646455224088
101076,0.009772380244760744
101077,0.019199548757141624
101078,0.04744892954494064
101079,0.0020912332766665855
101080,0.0045003027295060245
101081,0.0022715521767151204
101082,0.0008540648320488161
101083,0.016597711553857565
101084,0.02431853638971726
101085,0.0049459932924645535
101086,0.0016513994942579603
101087,0.008898404255319327
101088,0.022286403544661892
101089,0.005676438337002473
101090,0.013135355981456365
101091,0.10924813561575389
101092,0.004145239119499879
101093,0.005733790597530652
101094,0.058403236306975644
101095,0.04350260366061144
101096,0.004694600573410006
101097,0.002574517033675449
101098,0.028412685695394117
101099,0.05169746757814936
101100,0.006353746053405453
101101,0.02134116303370026
101102,0.015473745523942348
101103,0.006378934425666305
101104,0.006869353671644169
101105,0.018563707049509635
101106,0.003519368663921749
101107,0.008766035523387998
101108,0.009887404158242286
101109,0.013881621657310713
101110,0.13676664501002533
101111,0.013627721079584761
101112,0.0023838381158690484
101113,0.015121782632351338
101114,0.08243385349596025
101115,0.15449262499315755
101116,0.0011376636415825641
101117,0.026879648574747318
101118,0.025182590704992538
101119,0.07138553270933994
101120,0.0316998443388489
101121,0.01153987154020032
101122,0.009247727867445741
101123,0.05541880154620417
101124,0.044831632142338054
101125,0.06376030185757592
101126,0.02688938637538681
101127,0.0017115244050267475
101128,0.023291680501894896
101129,0.04756927539607449
101130,0.015132134813771618
101131,0.019876039710259495
101132,0.0024519816876948297
101133,0.023134734937750513
101134,0.019254275223454242
101135,0.009191107828456401
101136,0.004476788693311527
101137,0.03660090085555062
101138,0.005939134678319044
101139,0.03450614898883274
101140,0.0037927965635158973
101141,0.09445194265993445
101142,0.09338742392877776
101143,0.0058033812371107215
101144,0.02116801244188934
101145,0.014362576472925055
101146,0.059195712642175546
101147,0.1234299556329369
101148,0.00153652182271881
